COMPANY,EMPMAINCAT,NATIONALITY,YEAR,MONTH,MM,STRENGTH
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2020,OCTOBER  ,10,320
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2020,OCTOBER  ,10,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2020,OCTOBER  ,10,373
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2020,OCTOBER  ,10,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2020,OCTOBER  ,10,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,INDIAN,2020,OCTOBER  ,10,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,OMANI,2020,OCTOBER  ,10,4
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2020,OCTOBER  ,10,18
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2020,OCTOBER  ,10,4
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2020,OCTOBER  ,10,17
AL RASD CONSTRUCTION SPC,LABOUR,INDIAN,2020,OCTOBER  ,10,25
AL RASD CONSTRUCTION SPC,LIMITED_CONTRACT,OMANI,2020,OCTOBER  ,10,7
AL RASD CONSTRUCTION SPC,OMANI,OMANI,2020,OCTOBER  ,10,11
AL RASD CONSTRUCTION SPC,STAFF,INDIAN,2020,OCTOBER  ,10,14
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2020,OCTOBER  ,10,3
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2020,OCTOBER  ,10,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2020,OCTOBER  ,10,12
BOLD POINT CONSTRUCTION,OMANI,OMANI,2020,OCTOBER  ,10,1
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2020,OCTOBER  ,10,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2020,OCTOBER  ,10,7
CROWN UNITED INTERNATIONAL SPC,LABOUR,BANGLADESH,2020,OCTOBER  ,10,2
CROWN UNITED INTERNATIONAL SPC,LABOUR,INDIAN,2020,OCTOBER  ,10,2
CROWN UNITED INTERNATIONAL SPC,STAFF,INDIAN,2020,OCTOBER  ,10,4
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2020,OCTOBER  ,10,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2020,OCTOBER  ,10,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2020,OCTOBER  ,10,13
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2020,OCTOBER  ,10,4
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2020,OCTOBER  ,10,32
INSIGHT ENGINEERING CONSULTANTS,STAFF,IRAQ,2020,OCTOBER  ,10,1
INSIGHT ENGINEERING CONSULTANTS,TRAINEE,INDIAN,2020,OCTOBER  ,10,1
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2020,OCTOBER  ,10,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2020,OCTOBER  ,10,49
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2020,OCTOBER  ,10,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2020,OCTOBER  ,10,10
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2020,OCTOBER  ,10,9
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2020,OCTOBER  ,10,4
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2020,OCTOBER  ,10,11
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2020,OCTOBER  ,10,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2020,OCTOBER  ,10,18
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2020,OCTOBER  ,10,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2020,OCTOBER  ,10,3
THOMAS ALEXANDER,LABOUR,BANGLADESH,2020,OCTOBER  ,10,5
THOMAS ALEXANDER,OMANI,OMANI,2020,OCTOBER  ,10,5
THOMAS ALEXANDER,STAFF,INDIAN,2020,OCTOBER  ,10,6
THOMAS ALEXANDER,STAFF,PHILIPPINE,2020,OCTOBER  ,10,1
TRUFUD TRADING,LABOUR,BANGLADESH,2020,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2020,NOVEMBER ,11,15
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2020,NOVEMBER ,11,1
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2020,NOVEMBER ,11,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2020,NOVEMBER ,11,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LIMITED_CONTRACT,OMANI,2020,NOVEMBER ,11,124
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,OMANI,2020,NOVEMBER ,11,15
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,INDIAN,2020,NOVEMBER ,11,25
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAN,2020,NOVEMBER ,11,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAQ,2020,NOVEMBER ,11,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,MALAYSIAN,2020,NOVEMBER ,11,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PAKISTAN,2020,NOVEMBER ,11,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PHILIPPINE,2020,NOVEMBER ,11,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SRILENKAN,2020,NOVEMBER ,11,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SUDANI,2020,NOVEMBER ,11,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,TUNISIAN,2020,NOVEMBER ,11,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2020,NOVEMBER ,11,778
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2020,NOVEMBER ,11,1724
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2020,NOVEMBER ,11,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LIMITED_CONTRACT,OMANI,2020,NOVEMBER ,11,78
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2020,NOVEMBER ,11,323
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2020,NOVEMBER ,11,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2020,NOVEMBER ,11,369
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2020,NOVEMBER ,11,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2020,NOVEMBER ,11,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,INDIAN,2020,NOVEMBER ,11,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,OMANI,2020,NOVEMBER ,11,4
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2020,NOVEMBER ,11,18
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2020,NOVEMBER ,11,5
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2020,NOVEMBER ,11,17
AL RASD CONSTRUCTION SPC,LABOUR,INDIAN,2020,NOVEMBER ,11,25
AL RASD CONSTRUCTION SPC,LIMITED_CONTRACT,OMANI,2020,NOVEMBER ,11,7
AL RASD CONSTRUCTION SPC,OMANI,OMANI,2020,NOVEMBER ,11,11
AL RASD CONSTRUCTION SPC,STAFF,INDIAN,2020,NOVEMBER ,11,14
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2020,NOVEMBER ,11,3
BEYOND TECH LLC,LIMITED_CONTRACT,OMANI,2020,NOVEMBER ,11,1
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2020,NOVEMBER ,11,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2020,NOVEMBER ,11,12
BOLD POINT CONSTRUCTION,OMANI,OMANI,2020,NOVEMBER ,11,1
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2020,NOVEMBER ,11,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2020,NOVEMBER ,11,7
CROWN UNITED INTERNATIONAL SPC,LABOUR,BANGLADESH,2020,NOVEMBER ,11,2
CROWN UNITED INTERNATIONAL SPC,LABOUR,INDIAN,2020,NOVEMBER ,11,2
CROWN UNITED INTERNATIONAL SPC,STAFF,INDIAN,2020,NOVEMBER ,11,4
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2020,NOVEMBER ,11,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2020,NOVEMBER ,11,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2020,NOVEMBER ,11,13
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2020,NOVEMBER ,11,4
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2020,NOVEMBER ,11,34
INSIGHT ENGINEERING CONSULTANTS,STAFF,IRAQ,2020,NOVEMBER ,11,1
INSIGHT ENGINEERING CONSULTANTS,TRAINEE,INDIAN,2020,NOVEMBER ,11,1
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2020,NOVEMBER ,11,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2020,NOVEMBER ,11,48
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2020,NOVEMBER ,11,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2020,NOVEMBER ,11,10
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2020,NOVEMBER ,11,9
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2020,NOVEMBER ,11,4
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2020,NOVEMBER ,11,11
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2020,NOVEMBER ,11,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2020,NOVEMBER ,11,18
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2020,NOVEMBER ,11,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2020,NOVEMBER ,11,3
THOMAS ALEXANDER,LABOUR,BANGLADESH,2020,NOVEMBER ,11,5
THOMAS ALEXANDER,OMANI,OMANI,2020,NOVEMBER ,11,4
THOMAS ALEXANDER,STAFF,INDIAN,2020,NOVEMBER ,11,5
THOMAS ALEXANDER,STAFF,PHILIPPINE,2020,NOVEMBER ,11,1
TRUFUD TRADING,LABOUR,BANGLADESH,2020,NOVEMBER ,11,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2020,DECEMBER ,12,15
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2020,DECEMBER ,12,1
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2020,DECEMBER ,12,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2020,DECEMBER ,12,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LIMITED_CONTRACT,OMANI,2020,DECEMBER ,12,150
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,OMANI,2020,DECEMBER ,12,20
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,INDIAN,2020,DECEMBER ,12,34
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAN,2020,DECEMBER ,12,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAQ,2020,DECEMBER ,12,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,MALAYSIAN,2020,DECEMBER ,12,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PAKISTAN,2020,DECEMBER ,12,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PHILIPPINE,2020,DECEMBER ,12,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SRILENKAN,2020,DECEMBER ,12,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SUDANI,2020,DECEMBER ,12,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,TUNISIAN,2020,DECEMBER ,12,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,TRAINEE,OMANI,2020,DECEMBER ,12,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2020,DECEMBER ,12,766
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2020,DECEMBER ,12,1705
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2020,DECEMBER ,12,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LIMITED_CONTRACT,OMANI,2020,DECEMBER ,12,75
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2020,DECEMBER ,12,323
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2020,DECEMBER ,12,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2020,DECEMBER ,12,369
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2020,DECEMBER ,12,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2020,DECEMBER ,12,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,INDIAN,2020,DECEMBER ,12,2
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,OMANI,2020,DECEMBER ,12,1
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2020,DECEMBER ,12,18
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2020,DECEMBER ,12,1
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2020,DECEMBER ,12,6
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2020,DECEMBER ,12,17
AL RASD CONSTRUCTION SPC,LABOUR,INDIAN,2020,DECEMBER ,12,25
AL RASD CONSTRUCTION SPC,LIMITED_CONTRACT,OMANI,2020,DECEMBER ,12,7
AL RASD CONSTRUCTION SPC,OMANI,OMANI,2020,DECEMBER ,12,11
AL RASD CONSTRUCTION SPC,STAFF,INDIAN,2020,DECEMBER ,12,14
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2020,DECEMBER ,12,3
BEYOND TECH LLC,STAFF,INDIAN,2020,DECEMBER ,12,1
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2020,DECEMBER ,12,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2020,DECEMBER ,12,12
BOLD POINT CONSTRUCTION,OMANI,OMANI,2020,DECEMBER ,12,1
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2020,DECEMBER ,12,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2020,DECEMBER ,12,7
CROWN UNITED INTERNATIONAL SPC,LABOUR,BANGLADESH,2020,DECEMBER ,12,2
CROWN UNITED INTERNATIONAL SPC,LABOUR,INDIAN,2020,DECEMBER ,12,2
CROWN UNITED INTERNATIONAL SPC,STAFF,INDIAN,2020,DECEMBER ,12,4
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2020,DECEMBER ,12,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,LIMITED_CONTRACT,OMANI,2020,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2020,DECEMBER ,12,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2020,DECEMBER ,12,19
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2020,DECEMBER ,12,5
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2020,DECEMBER ,12,34
INSIGHT ENGINEERING CONSULTANTS,STAFF,IRAQ,2020,DECEMBER ,12,1
INSIGHT ENGINEERING CONSULTANTS,TRAINEE,INDIAN,2020,DECEMBER ,12,1
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2020,DECEMBER ,12,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2020,DECEMBER ,12,48
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2020,DECEMBER ,12,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2020,DECEMBER ,12,10
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2020,DECEMBER ,12,9
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2020,DECEMBER ,12,4
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2020,DECEMBER ,12,10
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2020,DECEMBER ,12,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2020,DECEMBER ,12,18
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2020,DECEMBER ,12,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2020,DECEMBER ,12,3
THOMAS ALEXANDER,LABOUR,BANGLADESH,2020,DECEMBER ,12,5
THOMAS ALEXANDER,OMANI,OMANI,2020,DECEMBER ,12,4
THOMAS ALEXANDER,STAFF,INDIAN,2020,DECEMBER ,12,4
THOMAS ALEXANDER,STAFF,PHILIPPINE,2020,DECEMBER ,12,1
TRUFUD TRADING,LABOUR,BANGLADESH,2020,DECEMBER ,12,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2021,JANUARY  ,01,15
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2021,JANUARY  ,01,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2021,JANUARY  ,01,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LIMITED_CONTRACT,OMANI,2021,JANUARY  ,01,142
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,OMANI,2021,JANUARY  ,01,20
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,INDIAN,2021,JANUARY  ,01,35
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAN,2021,JANUARY  ,01,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAQ,2021,JANUARY  ,01,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,MALAYSIAN,2021,JANUARY  ,01,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,NEPAL,2021,JANUARY  ,01,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PAKISTAN,2021,JANUARY  ,01,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PHILIPPINE,2021,JANUARY  ,01,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SUDANI,2021,JANUARY  ,01,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,TUNISIAN,2021,JANUARY  ,01,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,TRAINEE,OMANI,2021,JANUARY  ,01,11
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,BANGLADESH,2021,JANUARY  ,01,758
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,INDIAN,2021,JANUARY  ,01,1686
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LABOUR,NEPAL,2021,JANUARY  ,01,8
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,LIMITED_CONTRACT,OMANI,2021,JANUARY  ,01,74
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,OMANI,2021,JANUARY  ,01,324
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,BANGLADESH,2021,JANUARY  ,01,21
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,INDIAN,2021,JANUARY  ,01,365
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,NEPAL,2021,JANUARY  ,01,6
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,STAFF,SRILENKAN,2021,JANUARY  ,01,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,INDIAN,2021,JANUARY  ,01,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,TRAINEE,OMANI,2021,JANUARY  ,01,2
AL KHAITH INDUSTRIES AND SERVICES SPC,LABOUR,INDIAN,2021,JANUARY  ,01,17
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,OMANI,2021,JANUARY  ,01,1
AL KHAITH INDUSTRIES AND SERVICES SPC,STAFF,INDIAN,2021,JANUARY  ,01,6
AL RASD CONSTRUCTION SPC,LABOUR,BANGLADESH,2021,JANUARY  ,01,17
AL RASD CONSTRUCTION SPC,LABOUR,INDIAN,2021,JANUARY  ,01,25
AL RASD CONSTRUCTION SPC,LIMITED_CONTRACT,OMANI,2021,JANUARY  ,01,7
AL RASD CONSTRUCTION SPC,OMANI,OMANI,2021,JANUARY  ,01,10
AL RASD CONSTRUCTION SPC,STAFF,INDIAN,2021,JANUARY  ,01,14
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,STAFF,INDIAN,2021,JANUARY  ,01,3
BEYOND TECH LLC,STAFF,INDIAN,2021,JANUARY  ,01,1
BOLD POINT CONSTRUCTION,LABOUR,BANGLADESH,2021,JANUARY  ,01,2
BOLD POINT CONSTRUCTION,LABOUR,INDIAN,2021,JANUARY  ,01,12
BOLD POINT CONSTRUCTION,OMANI,OMANI,2021,JANUARY  ,01,1
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2021,JANUARY  ,01,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2021,JANUARY  ,01,7
BOLD POINT CONSTRUCTION,STAFF,NEPAL,2021,JANUARY  ,01,1
CROWN UNITED INTERNATIONAL SPC,LABOUR,BANGLADESH,2021,JANUARY  ,01,2
CROWN UNITED INTERNATIONAL SPC,LABOUR,INDIAN,2021,JANUARY  ,01,2
CROWN UNITED INTERNATIONAL SPC,STAFF,INDIAN,2021,JANUARY  ,01,4
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2021,JANUARY  ,01,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,LIMITED_CONTRACT,OMANI,2021,JANUARY  ,01,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,OMANI,2021,JANUARY  ,01,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2021,JANUARY  ,01,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2021,JANUARY  ,01,19
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2021,JANUARY  ,01,5
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2021,JANUARY  ,01,34
INSIGHT ENGINEERING CONSULTANTS,STAFF,IRAQ,2021,JANUARY  ,01,1
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2021,JANUARY  ,01,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2021,JANUARY  ,01,48
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2021,JANUARY  ,01,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2021,JANUARY  ,01,10
NEW ROTANA ENTERPRISES LLC,LABOUR,INDIAN,2021,JANUARY  ,01,9
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2021,JANUARY  ,01,4
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2021,JANUARY  ,01,10
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2021,JANUARY  ,01,8
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2021,JANUARY  ,01,18
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2021,JANUARY  ,01,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2021,JANUARY  ,01,3
THOMAS ALEXANDER,LABOUR,BANGLADESH,2021,JANUARY  ,01,5
THOMAS ALEXANDER,OMANI,OMANI,2021,JANUARY  ,01,4
THOMAS ALEXANDER,STAFF,INDIAN,2021,JANUARY  ,01,6
THOMAS ALEXANDER,STAFF,PHILIPPINE,2021,JANUARY  ,01,1
TRUFUD TRADING,LABOUR,BANGLADESH,2021,JANUARY  ,01,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2021,FEBRUARY ,02,15
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2021,FEBRUARY ,02,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2021,FEBRUARY ,02,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LIMITED_CONTRACT,OMANI,2021,FEBRUARY ,02,143
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,OMANI,2021,FEBRUARY ,02,27
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,INDIAN,2021,FEBRUARY ,02,44
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAN,2021,FEBRUARY ,02,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,IRAQ,2021,FEBRUARY ,02,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,MALAYSIAN,2021,FEBRUARY ,02,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,NEPAL,2021,FEBRUARY ,02,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PAKISTAN,2021,FEBRUARY ,02,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,PHILIPPINE,2021,FEBRUARY ,02,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,STAFF,SUDANI,2021,FEBRUARY ,02,5
