COMPANY,EMPMAINCAT,NATIONALITY,YEAR,MONTH,MM,STRENGTH
BOLD POINT CONSTRUCTION,OMANI,OMANI,2023,SEPTEMBER,09,6
BOLD POINT CONSTRUCTION,STAFF,BANGLADESH,2023,SEPTEMBER,09,2
BOLD POINT CONSTRUCTION,STAFF,INDIAN,2023,SEPTEMBER,09,8
BOLD POINT CONSTRUCTION,STAFF,NEPAL,2023,SEPTEMBER,09,1
HIGH-END BUSINESS SERVICES,OMANI,OMANI,2023,SEPTEMBER,09,1
HIGH-END BUSINESS SERVICES,STAFF,INDIAN,2023,SEPTEMBER,09,3
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,OMANI,2023,SEPTEMBER,09,10
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,BANGLADESH,2023,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,STAFF,INDIAN,2023,SEPTEMBER,09,20
INSIGHT ENGINEERING CONSULTANTS,OMANI,OMANI,2023,SEPTEMBER,09,10
INSIGHT ENGINEERING CONSULTANTS,STAFF,INDIAN,2023,SEPTEMBER,09,37
INSIGHT ENGINEERING CONSULTANTS,STAFF,IRAN,2023,SEPTEMBER,09,1
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,BANGLADESH,2023,SEPTEMBER,09,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,LABOUR,INDIAN,2023,SEPTEMBER,09,42
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,OMANI,2023,SEPTEMBER,09,10
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,STAFF,INDIAN,2023,SEPTEMBER,09,8
MUSCAT LIGHTS TECHNOLOGIES AND BUSINESS SPC,OMANI,OMANI,2023,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,OMANI,OMANI,2023,SEPTEMBER,09,13
NEW ROTANA ENTERPRISES LLC,STAFF,BANGLADESH,2023,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,STAFF,EGYPTION,2023,SEPTEMBER,09,3
NEW ROTANA ENTERPRISES LLC,STAFF,INDIAN,2023,SEPTEMBER,09,11
NEW ROTANA ENTERPRISES LLC,STAFF,INDONESIAN,2023,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,STAFF,JORDANI,2023,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,STAFF,LEBANESE,2023,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,STAFF,MOROCCAN,2023,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,STAFF,NIGERIAN,2023,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,STAFF,PHILIPPINE,2023,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,STAFF,SOUTH AFRICAN,2023,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,STAFF,TUNISIAN,2023,SEPTEMBER,09,1
SILVER OASIS BUSINESS AND SERVICES,LABOUR,BANGLADESH,2023,SEPTEMBER,09,9
SILVER OASIS BUSINESS AND SERVICES,LABOUR,INDIAN,2023,SEPTEMBER,09,36
SILVER OASIS BUSINESS AND SERVICES,OMANI,OMANI,2023,SEPTEMBER,09,2
SILVER OASIS BUSINESS AND SERVICES,STAFF,INDIAN,2023,SEPTEMBER,09,7
THANVEER CONCRETE AND STONE PRODUCTS SPC,LABOUR,INDIAN,2023,SEPTEMBER,09,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,OMANI,OMANI,2023,SEPTEMBER,09,2
THOMAS ALEXANDER,LABOUR,BANGLADESH,2023,SEPTEMBER,09,6
THOMAS ALEXANDER,LABOUR,INDIAN,2023,SEPTEMBER,09,1
THOMAS ALEXANDER,OMANI,OMANI,2023,SEPTEMBER,09,1
THOMAS ALEXANDER,STAFF,INDIAN,2023,SEPTEMBER,09,5
THOMAS ALEXANDER,STAFF,PHILIPPINE,2023,SEPTEMBER,09,2
TRUFUD TRADING,LABOUR,BANGLADESH,2023,SEPTEMBER,09,4
TRUFUD TRADING,OMANI,OMANI,2023,SEPTEMBER,09,1
TRUFUD TRADING,STAFF,BANGLADESH,2023,SEPTEMBER,09,1
TRUFUD TRADING,STAFF,EGYPTION,2023,SEPTEMBER,09,2
TRUFUD TRADING,STAFF,INDIAN,2023,SEPTEMBER,09,2
TRUFUD TRADING,STAFF,PHILIPPINE,2023,SEPTEMBER,09,1
ADRAK DEVELOPERS LLC,OMANI,OMANI,2023,OCTOBER  ,10,1
ADRAK DEVELOPERS LLC,STAFF,EGYPTION,2023,OCTOBER  ,10,1
ADRAK DEVELOPERS LLC,STAFF,LEBANESE,2023,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,BANGLADESH,2023,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,LABOUR,INDIAN,2023,OCTOBER  ,10,24
ADRAK FACILITIES AND SERVICES LLC,OMANI,OMANI,2023,OCTOBER  ,10,4
ADRAK FACILITIES AND SERVICES LLC,STAFF,INDIAN,2023,OCTOBER  ,10,4
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,OMANI,2023,OCTOBER  ,10,3
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,STAFF,EGYPTION,2023,OCTOBER  ,10,1
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,STAFF,INDIAN,2023,OCTOBER  ,10,16
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,STAFF,SUDANI,2023,OCTOBER  ,10,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,STAFF,TUNISIAN,2023,OCTOBER  ,10,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,BANGLADESH,2023,OCTOBER  ,10,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,INDIAN,2023,OCTOBER  ,10,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,LABOUR,NEPAL,2023,OCTOBER  ,10,6
