COMPANY,NATIONALITY,YEAR,MONTH,MM,STRENGTH
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,2024,JUNE     ,06,12
MUSCAT LIGHTS TECHNOLOGIES AND BUSINESS SPC,OMANI,2024,JUNE     ,06,2
NEW ROTANA ENTERPRISES LLC,BANGLADESH,2024,JUNE     ,06,2
NEW ROTANA ENTERPRISES LLC,EGYPTION,2024,JUNE     ,06,3
NEW ROTANA ENTERPRISES LLC,INDIAN,2024,JUNE     ,06,11
NEW ROTANA ENTERPRISES LLC,INDONESIAN,2024,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,JORDANI,2024,JUNE     ,06,2
NEW ROTANA ENTERPRISES LLC,LEBANESE,2024,JUNE     ,06,2
NEW ROTANA ENTERPRISES LLC,MOROCCAN,2024,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,NIGERIAN,2024,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,OMANI,2024,JUNE     ,06,13
NEW ROTANA ENTERPRISES LLC,PHILIPPINE,2024,JUNE     ,06,2
NEW ROTANA ENTERPRISES LLC,SOUTH AFRICAN,2024,JUNE     ,06,1
NEW ROTANA ENTERPRISES LLC,TUNISIAN,2024,JUNE     ,06,1
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2024,JUNE     ,06,9
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2024,JUNE     ,06,44
SILVER OASIS BUSINESS AND SERVICES,OMANI,2024,JUNE     ,06,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2024,JUNE     ,06,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,OMANI,2024,JUNE     ,06,1
THOMAS ALEXANDER,BANGLADESH,2024,JUNE     ,06,5
THOMAS ALEXANDER,INDIAN,2024,JUNE     ,06,5
THOMAS ALEXANDER,OMANI,2024,JUNE     ,06,1
THOMAS ALEXANDER,PHILIPPINE,2024,JUNE     ,06,2
TRUFUD TRADING,BANGLADESH,2024,JUNE     ,06,8
TRUFUD TRADING,EGYPTION,2024,JUNE     ,06,2
TRUFUD TRADING,INDIAN,2024,JUNE     ,06,3
TRUFUD TRADING,OMANI,2024,JUNE     ,06,1
TRUFUD TRADING,PHILIPPINE,2024,JUNE     ,06,1
ADRAK DEVELOPERS LLC,EGYPTION,2024,JULY     ,07,1
ADRAK DEVELOPERS LLC,INDIAN,2024,JULY     ,07,1
ADRAK DEVELOPERS LLC,OMANI,2024,JULY     ,07,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2024,JULY     ,07,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2024,JULY     ,07,69
ADRAK FACILITIES AND SERVICES LLC,OMANI,2024,JULY     ,07,11
ADRAK FACILITIES AND SERVICES LLC,PAKISTAN,2024,JULY     ,07,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,BANGLADESH,2024,JULY     ,07,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,EGYPTION,2024,JULY     ,07,1
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2024,JULY     ,07,17
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2024,JULY     ,07,7
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2024,JULY     ,07,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,TUNISIAN,2024,JULY     ,07,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2024,JULY     ,07,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2024,JULY     ,07,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2024,JULY     ,07,89
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2024,JULY     ,07,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAQ,2024,JULY     ,07,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2024,JULY     ,07,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2024,JULY     ,07,53
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2024,JULY     ,07,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2024,JULY     ,07,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2024,JULY     ,07,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2024,JULY     ,07,5
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2024,JULY     ,07,618
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2024,JULY     ,07,"1,915"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,IRAQ,2024,JULY     ,07,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2024,JULY     ,07,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2024,JULY     ,07,336
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2024,JULY     ,07,1
AL KHAITH INDUSTRIES AND SERVICES SPC,BANGLADESH,2024,JULY     ,07,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2024,JULY     ,07,32
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2024,JULY     ,07,4
AL RASD CONSTRUCTION SPC,BANGLADESH,2024,JULY     ,07,11
AL RASD CONSTRUCTION SPC,INDIAN,2024,JULY     ,07,22
AL RASD CONSTRUCTION SPC,OMANI,2024,JULY     ,07,6
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2024,JULY     ,07,5
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,OMANI,2024,JULY     ,07,4
BEYOND TECH LLC,INDIAN,2024,JULY     ,07,1
BEYOND TECH LLC,OMANI,2024,JULY     ,07,1
BOLD POINT CONSTRUCTION,BANGLADESH,2024,JULY     ,07,9
BOLD POINT CONSTRUCTION,INDIAN,2024,JULY     ,07,51
BOLD POINT CONSTRUCTION,NEPAL,2024,JULY     ,07,10
BOLD POINT CONSTRUCTION,OMANI,2024,JULY     ,07,12
HIGH-END BUSINESS SERVICES,INDIAN,2024,JULY     ,07,3
HIGH-END BUSINESS SERVICES,OMANI,2024,JULY     ,07,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2024,JULY     ,07,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2024,JULY     ,07,23
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,2024,JULY     ,07,11
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2024,JULY     ,07,31
INSIGHT ENGINEERING CONSULTANTS,IRAN,2024,JULY     ,07,1
INSIGHT ENGINEERING CONSULTANTS,OMANI,2024,JULY     ,07,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2024,JULY     ,07,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2024,JULY     ,07,42
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,2024,JULY     ,07,12
MUSCAT LIGHTS TECHNOLOGIES AND BUSINESS SPC,OMANI,2024,JULY     ,07,2
NEW ROTANA ENTERPRISES LLC,BANGLADESH,2024,JULY     ,07,2
NEW ROTANA ENTERPRISES LLC,EGYPTION,2024,JULY     ,07,3
NEW ROTANA ENTERPRISES LLC,INDIAN,2024,JULY     ,07,11
NEW ROTANA ENTERPRISES LLC,INDONESIAN,2024,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,JORDANI,2024,JULY     ,07,2
NEW ROTANA ENTERPRISES LLC,LEBANESE,2024,JULY     ,07,2
NEW ROTANA ENTERPRISES LLC,MOROCCAN,2024,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,NIGERIAN,2024,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,OMANI,2024,JULY     ,07,13
NEW ROTANA ENTERPRISES LLC,PHILIPPINE,2024,JULY     ,07,2
NEW ROTANA ENTERPRISES LLC,SOUTH AFRICAN,2024,JULY     ,07,1
NEW ROTANA ENTERPRISES LLC,TUNISIAN,2024,JULY     ,07,1
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2024,JULY     ,07,9
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2024,JULY     ,07,44
SILVER OASIS BUSINESS AND SERVICES,OMANI,2024,JULY     ,07,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2024,JULY     ,07,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,OMANI,2024,JULY     ,07,1
THOMAS ALEXANDER,BANGLADESH,2024,JULY     ,07,5
THOMAS ALEXANDER,INDIAN,2024,JULY     ,07,5
THOMAS ALEXANDER,OMANI,2024,JULY     ,07,1
THOMAS ALEXANDER,PHILIPPINE,2024,JULY     ,07,2
TRUFUD TRADING,BANGLADESH,2024,JULY     ,07,8
TRUFUD TRADING,EGYPTION,2024,JULY     ,07,2
TRUFUD TRADING,INDIAN,2024,JULY     ,07,3
TRUFUD TRADING,OMANI,2024,JULY     ,07,1
TRUFUD TRADING,PHILIPPINE,2024,JULY     ,07,1
ADRAK DEVELOPERS LLC,EGYPTION,2024,AUGUST   ,08,1
ADRAK DEVELOPERS LLC,INDIAN,2024,AUGUST   ,08,1
ADRAK DEVELOPERS LLC,OMANI,2024,AUGUST   ,08,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2024,AUGUST   ,08,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2024,AUGUST   ,08,68
ADRAK FACILITIES AND SERVICES LLC,OMANI,2024,AUGUST   ,08,12
ADRAK FACILITIES AND SERVICES LLC,PAKISTAN,2024,AUGUST   ,08,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,BANGLADESH,2024,AUGUST   ,08,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,EGYPTION,2024,AUGUST   ,08,1
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2024,AUGUST   ,08,17
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2024,AUGUST   ,08,7
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2024,AUGUST   ,08,1
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,TUNISIAN,2024,AUGUST   ,08,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2024,AUGUST   ,08,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2024,AUGUST   ,08,3
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2024,AUGUST   ,08,91
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2024,AUGUST   ,08,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAQ,2024,AUGUST   ,08,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2024,AUGUST   ,08,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2024,AUGUST   ,08,55
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2024,AUGUST   ,08,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2024,AUGUST   ,08,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2024,AUGUST   ,08,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2024,AUGUST   ,08,5
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2024,AUGUST   ,08,617
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2024,AUGUST   ,08,"1,905"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,IRAQ,2024,AUGUST   ,08,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2024,AUGUST   ,08,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2024,AUGUST   ,08,334
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2024,AUGUST   ,08,1
AL KHAITH INDUSTRIES AND SERVICES SPC,BANGLADESH,2024,AUGUST   ,08,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2024,AUGUST   ,08,33
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2024,AUGUST   ,08,4
AL RASD CONSTRUCTION SPC,BANGLADESH,2024,AUGUST   ,08,11
AL RASD CONSTRUCTION SPC,INDIAN,2024,AUGUST   ,08,22
AL RASD CONSTRUCTION SPC,OMANI,2024,AUGUST   ,08,5
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2024,AUGUST   ,08,7
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,OMANI,2024,AUGUST   ,08,4
BEYOND TECH LLC,INDIAN,2024,AUGUST   ,08,1
BEYOND TECH LLC,OMANI,2024,AUGUST   ,08,1
BOLD POINT CONSTRUCTION,BANGLADESH,2024,AUGUST   ,08,9
BOLD POINT CONSTRUCTION,INDIAN,2024,AUGUST   ,08,52
BOLD POINT CONSTRUCTION,NEPAL,2024,AUGUST   ,08,10
BOLD POINT CONSTRUCTION,OMANI,2024,AUGUST   ,08,12
HIGH-END BUSINESS SERVICES,INDIAN,2024,AUGUST   ,08,3
HIGH-END BUSINESS SERVICES,OMANI,2024,AUGUST   ,08,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2024,AUGUST   ,08,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2024,AUGUST   ,08,23
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,2024,AUGUST   ,08,11
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2024,AUGUST   ,08,31
INSIGHT ENGINEERING CONSULTANTS,IRAN,2024,AUGUST   ,08,1
INSIGHT ENGINEERING CONSULTANTS,OMANI,2024,AUGUST   ,08,9
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2024,AUGUST   ,08,8
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2024,AUGUST   ,08,42
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,2024,AUGUST   ,08,12
MUSCAT LIGHTS TECHNOLOGIES AND BUSINESS SPC,OMANI,2024,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,BANGLADESH,2024,AUGUST   ,08,2
NEW ROTANA ENTERPRISES LLC,EGYPTION,2024,AUGUST   ,08,3
NEW ROTANA ENTERPRISES LLC,INDIAN,2024,AUGUST   ,08,11
NEW ROTANA ENTERPRISES LLC,INDONESIAN,2024,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,JORDANI,2024,AUGUST   ,08,2
NEW ROTANA ENTERPRISES LLC,LEBANESE,2024,AUGUST   ,08,2
NEW ROTANA ENTERPRISES LLC,MOROCCAN,2024,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,NIGERIAN,2024,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,OMANI,2024,AUGUST   ,08,13
NEW ROTANA ENTERPRISES LLC,PHILIPPINE,2024,AUGUST   ,08,2
NEW ROTANA ENTERPRISES LLC,SOUTH AFRICAN,2024,AUGUST   ,08,1
NEW ROTANA ENTERPRISES LLC,TUNISIAN,2024,AUGUST   ,08,1
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2024,AUGUST   ,08,9
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2024,AUGUST   ,08,46
SILVER OASIS BUSINESS AND SERVICES,OMANI,2024,AUGUST   ,08,4
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2024,AUGUST   ,08,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,OMANI,2024,AUGUST   ,08,1
THOMAS ALEXANDER,BANGLADESH,2024,AUGUST   ,08,5
THOMAS ALEXANDER,INDIAN,2024,AUGUST   ,08,5
THOMAS ALEXANDER,OMANI,2024,AUGUST   ,08,1
THOMAS ALEXANDER,PHILIPPINE,2024,AUGUST   ,08,2
TRUFUD TRADING,BANGLADESH,2024,AUGUST   ,08,8
TRUFUD TRADING,EGYPTION,2024,AUGUST   ,08,2
TRUFUD TRADING,INDIAN,2024,AUGUST   ,08,3
TRUFUD TRADING,OMANI,2024,AUGUST   ,08,1
TRUFUD TRADING,PHILIPPINE,2024,AUGUST   ,08,1
ADRAK DEVELOPERS LLC,EGYPTION,2024,SEPTEMBER,09,1
ADRAK DEVELOPERS LLC,INDIAN,2024,SEPTEMBER,09,1
ADRAK DEVELOPERS LLC,OMANI,2024,SEPTEMBER,09,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2024,SEPTEMBER,09,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2024,SEPTEMBER,09,72
ADRAK FACILITIES AND SERVICES LLC,OMANI,2024,SEPTEMBER,09,12
ADRAK FACILITIES AND SERVICES LLC,PAKISTAN,2024,SEPTEMBER,09,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,BANGLADESH,2024,SEPTEMBER,09,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,EGYPTION,2024,SEPTEMBER,09,1
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2024,SEPTEMBER,09,17
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2024,SEPTEMBER,09,7
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2024,SEPTEMBER,09,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,TUNISIAN,2024,SEPTEMBER,09,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2024,SEPTEMBER,09,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2024,SEPTEMBER,09,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2024,SEPTEMBER,09,97
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2024,SEPTEMBER,09,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAQ,2024,SEPTEMBER,09,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2024,SEPTEMBER,09,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2024,SEPTEMBER,09,55
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2024,SEPTEMBER,09,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2024,SEPTEMBER,09,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2024,SEPTEMBER,09,6
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2024,SEPTEMBER,09,5
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2024,SEPTEMBER,09,611
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2024,SEPTEMBER,09,"1,893"
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,IRAQ,2024,SEPTEMBER,09,1
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,NEPAL,2024,SEPTEMBER,09,9
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,OMANI,2024,SEPTEMBER,09,330
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,SUDANI,2024,SEPTEMBER,09,1
AL KHAITH INDUSTRIES AND SERVICES SPC,BANGLADESH,2024,SEPTEMBER,09,1
AL KHAITH INDUSTRIES AND SERVICES SPC,INDIAN,2024,SEPTEMBER,09,32
AL KHAITH INDUSTRIES AND SERVICES SPC,OMANI,2024,SEPTEMBER,09,4
AL RASD CONSTRUCTION SPC,BANGLADESH,2024,SEPTEMBER,09,11
AL RASD CONSTRUCTION SPC,INDIAN,2024,SEPTEMBER,09,23
AL RASD CONSTRUCTION SPC,OMANI,2024,SEPTEMBER,09,5
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,INDIAN,2024,SEPTEMBER,09,8
APEX ACCOUNTANCY CONSULTANTS AND SERVICES,OMANI,2024,SEPTEMBER,09,5
BEYOND TECH LLC,INDIAN,2024,SEPTEMBER,09,1
BEYOND TECH LLC,OMANI,2024,SEPTEMBER,09,1
BOLD POINT CONSTRUCTION,BANGLADESH,2024,SEPTEMBER,09,9
BOLD POINT CONSTRUCTION,INDIAN,2024,SEPTEMBER,09,52
BOLD POINT CONSTRUCTION,NEPAL,2024,SEPTEMBER,09,13
BOLD POINT CONSTRUCTION,OMANI,2024,SEPTEMBER,09,12
HIGH-END BUSINESS SERVICES,INDIAN,2024,SEPTEMBER,09,3
HIGH-END BUSINESS SERVICES,OMANI,2024,SEPTEMBER,09,1
INFORMATION TECHNOLOGY SOLUTIONS SPC,BANGLADESH,2024,SEPTEMBER,09,2
INFORMATION TECHNOLOGY SOLUTIONS SPC,INDIAN,2024,SEPTEMBER,09,22
INFORMATION TECHNOLOGY SOLUTIONS SPC,OMANI,2024,SEPTEMBER,09,11
INSIGHT ENGINEERING CONSULTANTS,INDIAN,2024,SEPTEMBER,09,32
INSIGHT ENGINEERING CONSULTANTS,IRAN,2024,SEPTEMBER,09,1
INSIGHT ENGINEERING CONSULTANTS,OMANI,2024,SEPTEMBER,09,10
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,BANGLADESH,2024,SEPTEMBER,09,7
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,INDIAN,2024,SEPTEMBER,09,42
KHALIL ABDULLAH YUSEF AL BALUSHI TRADING LLC,OMANI,2024,SEPTEMBER,09,12
MUSCAT LIGHTS TECHNOLOGIES AND BUSINESS SPC,OMANI,2024,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,BANGLADESH,2024,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,EGYPTION,2024,SEPTEMBER,09,3
NEW ROTANA ENTERPRISES LLC,INDIAN,2024,SEPTEMBER,09,11
NEW ROTANA ENTERPRISES LLC,INDONESIAN,2024,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,JORDANI,2024,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,LEBANESE,2024,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,MOROCCAN,2024,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,NIGERIAN,2024,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,OMANI,2024,SEPTEMBER,09,13
NEW ROTANA ENTERPRISES LLC,PHILIPPINE,2024,SEPTEMBER,09,2
NEW ROTANA ENTERPRISES LLC,SOUTH AFRICAN,2024,SEPTEMBER,09,1
NEW ROTANA ENTERPRISES LLC,TUNISIAN,2024,SEPTEMBER,09,1
SILVER OASIS BUSINESS AND SERVICES,BANGLADESH,2024,SEPTEMBER,09,9
SILVER OASIS BUSINESS AND SERVICES,INDIAN,2024,SEPTEMBER,09,45
SILVER OASIS BUSINESS AND SERVICES,OMANI,2024,SEPTEMBER,09,4
THANVEER CONCRETE AND STONE PRODUCTS SPC,INDIAN,2024,SEPTEMBER,09,5
THANVEER CONCRETE AND STONE PRODUCTS SPC,OMANI,2024,SEPTEMBER,09,1
THOMAS ALEXANDER,BANGLADESH,2024,SEPTEMBER,09,5
THOMAS ALEXANDER,INDIAN,2024,SEPTEMBER,09,5
THOMAS ALEXANDER,OMANI,2024,SEPTEMBER,09,1
THOMAS ALEXANDER,PHILIPPINE,2024,SEPTEMBER,09,2
TRUFUD TRADING,BANGLADESH,2024,SEPTEMBER,09,8
TRUFUD TRADING,EGYPTION,2024,SEPTEMBER,09,1
TRUFUD TRADING,INDIAN,2024,SEPTEMBER,09,3
TRUFUD TRADING,OMANI,2024,SEPTEMBER,09,1
ADRAK DEVELOPERS LLC,EGYPTION,2024,OCTOBER  ,10,1
ADRAK DEVELOPERS LLC,INDIAN,2024,OCTOBER  ,10,1
ADRAK DEVELOPERS LLC,OMANI,2024,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,BANGLADESH,2024,OCTOBER  ,10,1
ADRAK FACILITIES AND SERVICES LLC,INDIAN,2024,OCTOBER  ,10,69
ADRAK FACILITIES AND SERVICES LLC,OMANI,2024,OCTOBER  ,10,13
ADRAK FACILITIES AND SERVICES LLC,PAKISTAN,2024,OCTOBER  ,10,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,BANGLADESH,2024,OCTOBER  ,10,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,EGYPTION,2024,OCTOBER  ,10,1
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,INDIAN,2024,OCTOBER  ,10,17
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,OMANI,2024,OCTOBER  ,10,7
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,SUDANI,2024,OCTOBER  ,10,2
ADRAK INTERNATIONAL MEDICAL SUPPLIES PHARMACY AND STORES LLC,TUNISIAN,2024,OCTOBER  ,10,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,BANGLADESH,2024,OCTOBER  ,10,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,EGYPTION,2024,OCTOBER  ,10,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,INDIAN,2024,OCTOBER  ,10,101
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAN,2024,OCTOBER  ,10,9
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,IRAQ,2024,OCTOBER  ,10,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,NEPAL,2024,OCTOBER  ,10,5
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,OMANI,2024,OCTOBER  ,10,60
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PAKISTAN,2024,OCTOBER  ,10,2
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,PHILIPPINE,2024,OCTOBER  ,10,4
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SRILENKAN,2024,OCTOBER  ,10,1
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SUDANI,2024,OCTOBER  ,10,7
ADRAK INTERNATIONAL MULTI-SPECIALTY HOSPITAL LLC,SYRIAN,2024,OCTOBER  ,10,5
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,BANGLADESH,2024,OCTOBER  ,10,605
AL ADRAK TRADING AND CONTRACTING COMPANY LLC,INDIAN,2024,OCTOBER  ,10,"1,787"
